account_id,D_total_count,D_Total_Years,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,pension,base_salary,peak_salary
1626,5,2,443.4783,1100,4000,0,,NULL,19776,29664
1627,66,5,8327.2605,200,11022,49,7348,NULL,NULL,NULL
1628,1,0,NULL,700,700,0,,4276,NULL,NULL
1629,1,0,NULL,1000,1000,0,,5264,NULL,NULL
1630,1,0,NULL,900,900,0,,5862,NULL,NULL
1631,1,0,NULL,400,400,0,,4115,NULL,NULL
1632,70,3,50924.2060,1000,49664,0,,NULL,NULL,NULL
1633,1,0,NULL,200,200,0,,5153,NULL,NULL
1634,58,5,16237.9988,500,22276,45,14851,NULL,NULL,NULL
1635,63,5,19714.8537,900,27102,50,18068,NULL,NULL,NULL
1636,22,2,25331.0345,500,34965,16,23310,NULL,NULL,NULL
1637,1,0,NULL,500,500,0,,5718,NULL,NULL
1638,23,2,15366.6800,500,43958,2,16600,NULL,NULL,NULL
1640,42,3,22124.6985,700,30206,33,20137,NULL,NULL,NULL
1641,68,3,56535.1235,900,49920,0,,NULL,NULL,NULL
1642,1,0,NULL,1000,1000,0,,6432,NULL,NULL
1644,72,6,16551.3697,400,22959,55,15306,NULL,NULL,NULL
1645,36,2,15919.3511,100,20426,21,13617,NULL,NULL,NULL
1646,69,3,53550.4482,500,49840,0,,NULL,NULL,NULL
1647,27,1,7911.7602,900,8152,14,5435,NULL,NULL,NULL
1648,44,1,6836.1368,300,40525,17,700,NULL,NULL,NULL
1649,24,6,5525.5278,100,48442,2,48442,NULL,NULL,NULL
1650,6,1,2116.6667,600,10300,0,,NULL,15817,23726
1651,30,2,22345.4274,600,49591,2,2500,NULL,NULL,NULL
1652,1,0,NULL,300,300,0,,6226,NULL,NULL
1653,52,4,26108.6352,700,36345,42,24230,NULL,NULL,NULL
1654,6,1,2605.5556,600,13100,0,,NULL,18653,27980
1655,35,3,18542.8571,300,25362,26,16908,NULL,NULL,NULL
1656,7,2,745.4545,200,7300,2,200,NULL,23726,35589
1657,1,0,NULL,300,300,0,,NULL,3235,3235
1658,1,0,NULL,800,800,0,,NULL,3184,3184
1659,1,0,NULL,400,400,0,,5887,NULL,NULL
1660,53,3,33334.9958,600,49434,0,,NULL,NULL,NULL
1662,18,1,24934.9795,200,32871,14,21914,NULL,NULL,NULL
1663,1,0,NULL,300,300,0,,6366,NULL,NULL
1664,63,5,23772.0000,500,32990,50,21993,NULL,NULL,NULL
1665,1,0,NULL,800,800,0,,6531,NULL,NULL
1666,1,0,NULL,500,500,0,,6157,NULL,NULL
1667,36,2,5683.7234,200,8100,23,4537,NULL,NULL,NULL
1668,1,0,NULL,200,200,0,,4913,NULL,NULL
1669,30,2,9430.2222,700,12514,22,8343,NULL,NULL,NULL
1670,1,0,NULL,500,500,0,,4088,NULL,NULL
1671,1,0,NULL,1100,1100,0,,6567,NULL,NULL
1672,34,3,20962.4211,800,28329,26,18886,NULL,NULL,NULL
1673,1,0,NULL,900,900,0,,4408,NULL,NULL
1674,65,3,8879.0847,200,12300,32,5707,NULL,NULL,NULL
1675,1,0,NULL,1100,1100,0,,4327,NULL,NULL
1677,31,2,10771.1111,600,13416,20,8944,NULL,NULL,NULL
1678,71,6,24886.9122,200,34674,58,23116,NULL,NULL,NULL
1679,31,2,15092.2290,400,20195,23,13463,NULL,NULL,NULL
1680,62,5,21186.2985,300,29128,50,19419,NULL,NULL,NULL
1681,20,1,25646.8208,1100,33930,15,22620,NULL,NULL,NULL
1682,59,3,6318.3853,100,38645,36,1700,NULL,NULL,NULL
1683,36,2,12450.5476,900,15201,21,10134,NULL,NULL,NULL
1684,68,5,24674.2329,200,49741,2,4300,NULL,NULL,NULL
1685,24,3,17565.7236,1100,46638,0,,NULL,NULL,NULL
1686,104,5,6458.5065,400,11200,50,4136,NULL,NULL,NULL
1687,1,0,NULL,200,200,0,,4260,NULL,NULL
1688,1,0,NULL,800,800,0,,5439,NULL,NULL
1689,1,0,NULL,700,700,0,,5058,NULL,NULL
1690,1,0,NULL,500,500,0,,6736,NULL,NULL
1691,1,0,NULL,400,400,0,,NULL,2901,2901
1692,36,4,18555.6444,500,48692,0,,NULL,NULL,NULL
1693,22,2,30144.2640,1100,49016,0,,NULL,NULL,NULL
1694,100,5,40760.9763,500,49235,0,,NULL,NULL,NULL
1695,147,6,44171.8889,200,49938,2,18800,NULL,NULL,NULL
1696,1,0,NULL,600,600,0,,NULL,3239,3239
1697,1,0,NULL,800,800,0,,NULL,3332,3332
1698,36,3,21023.1394,800,28840,27,19227,NULL,NULL,NULL
1699,1,0,NULL,800,800,0,,5224,NULL,NULL
1700,38,3,24960.9928,900,34419,30,22946,NULL,NULL,NULL
1701,94,5,33483.2344,600,48730,0,,NULL,NULL,NULL
1702,61,4,9724.5119,100,12201,38,8134,NULL,NULL,NULL
1703,1,0,NULL,700,700,0,,5641,NULL,NULL
1704,1,0,NULL,300,300,0,,6923,NULL,NULL
1705,66,5,16412.6702,400,22556,52,15037,NULL,NULL,NULL
1706,31,4,1397.8261,100,10500,2,2000,NULL,3087,3087
1707,2,0,6600.0000,1000,5600,0,,NULL,11969,17954
1708,52,4,15678.5878,200,21633,40,14422,NULL,NULL,NULL
1709,35,3,19809.8860,300,27104,26,18069,NULL,NULL,NULL
1710,1,0,NULL,900,900,0,,6885,NULL,NULL
1711,18,3,1020.0000,200,7800,2,2500,NULL,3795,3795
1712,1,0,NULL,200,200,0,,6104,NULL,NULL
1713,97,6,6469.0251,100,47846,71,700,NULL,NULL,NULL
1714,1,0,NULL,900,900,0,,4951,NULL,NULL
1715,42,3,31326.3226,600,48572,0,,NULL,NULL,NULL
1716,34,3,16441.0095,1100,22092,26,14728,NULL,NULL,NULL
1717,1,0,NULL,900,900,0,,6558,NULL,NULL
1718,1,0,NULL,300,300,0,,NULL,43928,65892
1719,1,0,NULL,600,600,0,,4152,NULL,NULL
1720,7,0,3733.3333,300,10400,0,,NULL,NULL,NULL
1721,41,6,1197.0588,100,9400,6,100,NULL,NULL,NULL
1722,36,3,23323.7773,800,31578,28,21052,NULL,NULL,NULL
1723,15,1,26524.6212,600,33825,11,22550,NULL,NULL,NULL
1724,1,0,NULL,1100,1100,0,,6592,NULL,NULL
1725,1,0,NULL,1100,1100,0,,NULL,47870,71805
1726,82,6,15538.0645,700,20950,60,13967,NULL,NULL,NULL
1727,15,1,27123.3803,1000,37176,11,24784,NULL,NULL,NULL
1728,53,3,9921.8463,400,12692,35,8461,NULL,NULL,NULL
1729,22,1,12345.2954,400,14748,13,9832,NULL,NULL,NULL
1730,1,0,NULL,900,900,0,,6689,NULL,NULL
1731,1,0,NULL,200,200,0,,4758,NULL,NULL
1732,37,3,24096.7155,400,33231,28,22154,NULL,NULL,NULL
1733,35,3,30804.5682,900,49474,0,,NULL,NULL,NULL
1734,23,2,26928.4615,1000,35572,17,23715,NULL,NULL,NULL
1735,6,1,1842.8571,800,14400,0,,NULL,NULL,NULL
1736,1,0,NULL,900,900,0,,6075,NULL,NULL
1737,37,3,13448.4720,600,18378,28,12252,NULL,NULL,NULL
1738,1,0,NULL,400,400,0,,NULL,2997,2997
1739,32,2,23604.0678,700,32004,25,21336,NULL,NULL,NULL
1740,1,0,NULL,600,600,0,,4070,NULL,NULL
1741,1,0,NULL,1100,1100,0,,4785,NULL,NULL
1742,41,3,25367.4545,300,35127,31,23418,NULL,NULL,NULL
1743,1,0,NULL,800,800,0,,4260,NULL,NULL
1744,1,0,NULL,600,600,0,,5648,NULL,NULL
1745,38,2,39413.1963,500,48700,0,,NULL,NULL,NULL
1746,23,2,21172.9495,1100,28738,17,19159,NULL,NULL,NULL
1747,1,0,NULL,600,600,0,,NULL,2984,2984
1749,4,3,194.1176,1000,2500,2,1000,NULL,45608,68412
1750,79,6,27678.9510,700,37294,59,24863,NULL,NULL,NULL
1751,45,2,6194.5330,200,27890,28,1600,NULL,NULL,NULL
1752,34,3,19069.5789,1100,25653,26,17102,NULL,NULL,NULL
1753,10,1,12688.8806,800,46428,0,,NULL,NULL,NULL
1754,43,2,47918.1308,200,49438,0,,NULL,NULL,NULL
1756,40,3,20194.1243,900,27586,31,18391,NULL,NULL,NULL
1757,1,0,NULL,200,200,0,,NULL,44101,66152
1758,13,2,4146.4286,300,25400,0,,NULL,22358,33537
1759,38,3,11027.8972,300,14982,29,9988,NULL,NULL,NULL
1760,1,0,NULL,600,600,0,,4871,NULL,NULL
1761,38,5,2548.4375,200,12600,3,2300,NULL,10124,15186
1762,68,5,20783.4611,600,28362,50,18908,NULL,NULL,NULL
1763,36,3,25191.4881,600,34173,28,22782,NULL,NULL,NULL
1764,20,1,13831.9565,100,17322,13,11548,NULL,NULL,NULL
1765,1,0,NULL,400,400,0,,5242,NULL,NULL
1766,55,4,21358.2330,500,29412,43,19608,NULL,NULL,NULL
1767,66,5,20931.8153,600,28928,51,19285,NULL,NULL,NULL
1768,67,5,12717.6146,200,17172,50,11448,NULL,NULL,NULL
1769,56,4,6057.6008,100,9500,39,4967,NULL,NULL,NULL
1770,60,5,22866.8120,1000,31526,49,21017,NULL,NULL,NULL
1771,111,6,6684.0547,100,9400,57,4579,NULL,NULL,NULL
1772,7,4,784.4444,1100,11200,0,,NULL,48199,72298
1773,1,0,NULL,300,300,0,,4316,NULL,NULL
1774,1,0,NULL,300,300,0,,NULL,3255,3255
1775,1,0,NULL,900,900,0,,6932,NULL,NULL
1776,19,1,15540.8434,400,20504,14,13669,NULL,NULL,NULL
1777,28,2,24246.8528,1000,33336,21,22224,NULL,NULL,NULL
1778,49,4,17278.1792,900,23463,38,15642,NULL,NULL,NULL
1779,68,5,25932.9692,1000,35738,53,23825,NULL,NULL,NULL
1780,75,6,27606.6425,900,37498,57,24999,NULL,NULL,NULL
1781,49,2,7093.8589,400,40649,31,1900,NULL,NULL,NULL
1782,1,0,NULL,700,700,0,,6542,NULL,NULL
1783,22,1,11041.0643,500,13508,12,9005,NULL,NULL,NULL
1784,1,0,NULL,400,400,0,,6686,NULL,NULL
1785,1,0,NULL,1100,1100,0,,4892,NULL,NULL
1786,76,6,19855.7609,300,26811,55,17874,NULL,NULL,NULL
1787,90,6,29952.0965,400,47810,0,,NULL,NULL,NULL
1788,83,5,4843.6228,300,36337,60,1500,NULL,NULL,NULL
1789,39,5,1503.2787,100,12800,3,300,NULL,NULL,NULL
1790,19,1,13628.9278,400,17093,13,11395,NULL,NULL,NULL
1791,40,3,14600.1445,300,19574,29,13049,NULL,NULL,NULL
1792,1,0,NULL,1000,1000,0,,6151,NULL,NULL
1793,46,4,13732.6287,100,18652,35,12435,NULL,NULL,NULL
1794,21,1,9084.9304,500,11256,14,7504,NULL,NULL,NULL
1795,18,1,21707.2785,500,29055,13,19370,NULL,NULL,NULL
1796,39,3,21560.9429,400,30015,31,20010,NULL,NULL,NULL
1797,60,4,16967.8904,500,22703,44,15135,NULL,NULL,NULL
1798,15,1,24848.3684,800,31732,10,21155,NULL,NULL,NULL
1799,1,0,NULL,600,600,0,,5101,NULL,NULL
1800,35,3,20988.9078,400,29060,27,19373,NULL,NULL,NULL
1801,117,6,33710.6757,600,49738,2,13100,NULL,NULL,NULL
1802,1,0,NULL,800,800,0,,4827,NULL,NULL
1803,26,3,2015.3846,400,8600,3,3200,NULL,3455,3455
1804,83,5,31160.4524,600,49941,2,4400,NULL,NULL,NULL
1805,95,6,26982.4397,300,49388,2,2800,NULL,NULL,NULL
1806,1,0,NULL,400,400,0,,5029,NULL,NULL
1807,16,1,22212.3529,200,30375,11,20250,NULL,NULL,NULL
1808,31,2,32687.7625,400,47604,2,400,NULL,NULL,NULL
1809,27,5,2108.4746,100,10800,2,7300,NULL,20055,30082
1810,42,3,19404.7663,800,26552,33,17701,NULL,NULL,NULL
1811,16,5,1039.6825,300,12400,0,,NULL,23945,35918
1812,1,0,NULL,1000,1000,0,,NULL,3454,3454
1813,117,5,51944.7885,1100,49622,0,,NULL,NULL,NULL
1814,1,0,NULL,1100,1100,0,,5921,NULL,NULL
1815,72,6,19403.9185,500,26856,56,17904,NULL,NULL,NULL
1816,1,0,NULL,1000,1000,0,,4236,NULL,NULL
1817,26,2,21678.4044,300,30250,20,20167,NULL,NULL,NULL
1818,24,2,18555.8959,300,24975,18,16650,NULL,NULL,NULL
1819,40,2,31506.5578,700,48330,2,11700,NULL,NULL,NULL
1820,59,5,18224.0426,500,25157,46,16771,NULL,NULL,NULL
1821,46,4,22319.5756,500,30572,37,20381,NULL,NULL,NULL
1822,1,0,NULL,900,900,0,,5210,NULL,NULL
1823,1,0,NULL,1000,1000,0,,4941,NULL,NULL
1824,60,5,25864.3313,300,36102,49,24068,NULL,NULL,NULL
1825,49,3,10167.3770,400,12808,30,8539,NULL,NULL,NULL
1826,59,5,21330.0000,600,29034,45,19356,NULL,NULL,NULL
1827,1,0,NULL,400,400,0,,4753,NULL,NULL
1828,89,4,45269.5517,600,49313,0,,NULL,NULL,NULL
1829,78,6,8392.7625,900,11144,58,7429,NULL,NULL,NULL
1830,77,6,12737.8363,1000,17307,58,11538,NULL,NULL,NULL
1831,1,0,NULL,600,600,0,,6480,NULL,NULL
1832,7,2,1104.1667,1100,10600,0,,NULL,20721,31082
1833,1,0,NULL,900,900,0,,6646,NULL,NULL
1834,73,5,20020.6244,700,27330,54,18220,NULL,NULL,NULL
1835,55,4,17696.2215,700,23936,40,15957,NULL,NULL,NULL
1836,40,3,19308.5825,200,26466,28,17644,NULL,NULL,NULL
1837,67,5,24103.2649,300,33654,55,22436,NULL,NULL,NULL
1838,71,5,23841.2658,400,49292,2,12500,NULL,NULL,NULL
1839,20,1,14932.4581,600,20307,15,13538,NULL,NULL,NULL
1840,27,2,10013.9296,300,13209,19,8806,NULL,NULL,NULL
1841,30,1,7072.5960,100,13200,15,4649,NULL,NULL,NULL
1843,11,5,496.7742,500,6400,0,,NULL,17632,26448
1844,1,0,NULL,500,500,0,,NULL,3242,3242
1845,25,1,32165.6250,400,44618,0,,NULL,NULL,NULL
1846,1,0,NULL,1000,1000,0,,NULL,3093,3093
1847,1,0,NULL,1100,1100,0,,5679,NULL,NULL
1848,64,4,6061.9874,100,8000,44,5210,NULL,NULL,NULL
1851,101,6,8366.9660,500,9354,55,6236,NULL,NULL,NULL
1852,8,2,875.0000,400,11000,0,,NULL,3299,3299
1853,59,2,6951.0435,500,28071,23,600,NULL,NULL,NULL
1854,25,2,20058.2318,200,26758,19,17839,NULL,NULL,NULL
1855,1,0,NULL,400,400,0,,5172,NULL,NULL
1856,1,0,NULL,800,800,0,,NULL,3261,3261
1857,26,1,9650.9494,100,10293,13,6862,NULL,NULL,NULL
1858,1,0,NULL,900,900,0,,6648,NULL,NULL
1859,1,0,NULL,1100,1100,0,,6848,NULL,NULL
1860,1,0,NULL,600,600,0,,NULL,3255,3255
1861,71,5,16821.8154,500,22962,55,15308,NULL,NULL,NULL
1862,6,3,641.0256,500,9000,0,,NULL,39610,59415
1863,35,2,10435.0812,100,10504,17,7003,NULL,NULL,NULL
1865,1,0,NULL,800,800,0,,6256,NULL,NULL
1866,16,1,16250.4370,300,21208,10,14139,NULL,NULL,NULL
1867,38,3,27017.7807,800,37395,30,24930,NULL,NULL,NULL
1868,7,1,6484.6667,200,28857,0,,NULL,NULL,NULL
1869,31,2,26442.1978,500,36996,25,24664,NULL,NULL,NULL
1870,56,4,23151.6575,700,32150,45,21433,NULL,NULL,NULL
1871,2,0,1200.0000,200,1000,0,,NULL,23035,34552
1872,19,1,15098.9800,600,19172,12,12781,NULL,NULL,NULL
1874,1,0,NULL,400,400,0,,NULL,3151,3151
1875,1,0,NULL,1000,1000,0,,4641,NULL,NULL
1876,19,1,21418.9865,900,26991,12,17994,NULL,NULL,NULL
1877,1,0,NULL,700,700,0,,6485,NULL,NULL
1878,50,4,21710.6830,100,49725,0,,NULL,NULL,NULL
1879,1,0,NULL,1000,1000,0,,NULL,3039,3039
1880,146,5,6662.6978,500,49319,59,700,NULL,NULL,NULL
1881,19,1,9624.4835,100,12795,13,8530,NULL,NULL,NULL
1882,71,5,6592.5661,200,8782,50,5855,NULL,NULL,NULL
1884,26,2,10781.6550,800,14576,20,9717,NULL,NULL,NULL
1885,67,2,8828.4014,600,48934,30,600,NULL,NULL,NULL
1886,1,0,NULL,700,700,0,,NULL,27076,40614
1887,83,6,9622.7424,200,12618,56,8412,NULL,NULL,NULL
1888,4,2,344.0000,300,7000,0,,NULL,28840,43260
1889,1,0,NULL,800,800,0,,5841,NULL,NULL
1890,1,0,NULL,600,600,0,,NULL,33722,50583
1891,42,6,1547.8261,100,11900,3,3300,NULL,3756,3756
1892,1,0,NULL,900,900,0,,4622,NULL,NULL
1893,46,2,45776.4849,900,49428,0,,NULL,NULL,NULL
1894,30,2,26176.8100,100,35859,23,23906,NULL,NULL,NULL
1895,2,0,1200.0000,600,600,2,600,NULL,17915,26872
1896,97,5,31651.1270,600,47213,2,9200,NULL,NULL,NULL
1897,59,3,53742.1095,400,49823,0,,NULL,NULL,NULL
1898,6,2,720.0000,900,7000,0,,NULL,10266,15399
1899,1,0,NULL,800,800,0,,4622,NULL,NULL
1900,30,2,26678.7254,1000,36498,24,24332,NULL,NULL,NULL
1901,38,3,19938.6207,1100,27086,30,18057,NULL,NULL,NULL
1902,8,2,878.9474,200,6900,2,200,NULL,11237,16856
1903,17,2,1400.0000,100,10900,2,3700,NULL,3993,3993
1904,40,3,10212.9947,300,13130,25,8753,NULL,NULL,NULL
1905,33,3,16694.5151,400,22682,25,15121,NULL,NULL,NULL
1906,40,2,30641.1517,1000,49785,0,,NULL,NULL,NULL
1907,23,2,20306.0766,700,27398,17,18265,NULL,NULL,NULL
1908,1,0,NULL,700,700,0,,6382,NULL,NULL
1909,1,0,NULL,800,800,0,,NULL,3191,3191
1910,31,2,22174.3484,200,29804,22,19869,NULL,NULL,NULL
1911,57,4,17764.3865,500,24426,43,16284,NULL,NULL,NULL
1912,1,0,NULL,1000,1000,0,,6338,NULL,NULL
1913,20,2,1826.6667,300,8400,2,1500,NULL,3920,3920
1914,83,4,8730.4020,400,17000,39,5003,NULL,NULL,NULL
1915,24,2,10958.8760,900,13937,16,9291,NULL,NULL,NULL
1916,53,3,8312.4419,200,10100,28,6404,NULL,NULL,NULL
1917,1,0,NULL,1000,1000,0,,4415,NULL,NULL
1918,66,5,7371.1352,300,9520,47,6347,NULL,NULL,NULL
1919,61,4,27866.1429,200,35909,40,23939,NULL,NULL,NULL
1920,58,3,8955.0303,100,15900,27,5356,NULL,NULL,NULL
1921,4,0,1733.3333,900,6700,0,,NULL,3650,3650
1922,43,3,19849.1860,200,25014,28,16676,NULL,NULL,NULL
1924,1,0,NULL,300,300,0,,5266,NULL,NULL
1925,1,0,NULL,600,600,0,,5839,NULL,NULL
1926,99,6,5707.0914,100,8500,60,4507,NULL,NULL,NULL
1927,1,0,NULL,600,600,0,,NULL,3425,3425
1928,8,1,2672.2222,500,15600,0,,NULL,13905,20858
1929,11,1,2216.6667,200,13000,0,,NULL,3860,3860
1930,1,0,NULL,1100,1100,0,,6520,NULL,NULL
1931,78,5,10747.9598,100,14003,50,9335,NULL,NULL,NULL
1932,11,2,2447.3684,600,8800,2,4700,NULL,12721,19082
1933,1,0,NULL,1100,1100,0,,5706,NULL,NULL
1934,78,4,14212.7843,300,16474,42,10983,NULL,NULL,NULL
1935,1,0,NULL,1100,1100,0,,NULL,49875,74812
1936,1,0,NULL,500,500,0,,NULL,3212,3212
1937,1,0,NULL,1100,1100,0,,4896,NULL,NULL
1938,56,4,26138.7007,600,36225,45,24150,NULL,NULL,NULL
1939,1,0,NULL,400,400,0,,NULL,49686,74529
1940,1,0,NULL,700,700,0,,4660,NULL,NULL
1941,62,5,17778.6246,200,24779,50,16519,NULL,NULL,NULL
1943,28,2,18934.5061,300,25032,20,16688,NULL,NULL,NULL
1944,75,6,19390.4090,200,26970,58,17980,NULL,NULL,NULL
1945,40,3,18093.9432,700,25038,30,16692,NULL,NULL,NULL
1946,18,1,20931.2860,600,27897,12,18598,NULL,NULL,NULL
1947,1,0,NULL,900,900,0,,6860,NULL,NULL
1948,65,3,44290.7530,800,49778,0,,NULL,NULL,NULL
1949,70,5,13593.6385,500,17768,46,11845,NULL,NULL,NULL
1950,19,1,14506.3855,700,19136,14,12757,NULL,NULL,NULL
1951,19,1,23477.4745,900,30612,14,20408,NULL,NULL,NULL
1952,64,5,16690.0651,400,23070,50,15380,NULL,NULL,NULL
1953,34,2,51348.5455,300,48663,0,,NULL,NULL,NULL
1954,1,0,NULL,1000,1000,0,,NULL,3211,3211
1955,1,0,NULL,600,600,0,,NULL,2946,2946
1956,29,2,10131.1230,300,10900,15,7012,NULL,NULL,NULL
1957,14,2,1490.0000,400,11200,3,1000,NULL,3731,3731
1958,1,0,NULL,600,600,0,,5338,NULL,NULL
1959,1,0,NULL,600,600,0,,6830,NULL,NULL
1960,1,0,NULL,700,700,0,,NULL,3225,3225
1961,1,0,NULL,800,800,0,,5764,NULL,NULL
1962,1,0,NULL,200,200,0,,NULL,46473,69710
1963,37,3,25187.4593,400,34452,29,22968,NULL,NULL,NULL
1964,1,0,NULL,1100,1100,0,,6547,NULL,NULL
1965,101,6,33144.2930,300,49169,0,,NULL,NULL,NULL
1966,73,6,22357.8555,900,30850,59,20567,NULL,NULL,NULL
1967,75,4,39383.8593,700,49491,0,,NULL,NULL,NULL
1968,14,1,13900.4286,800,28567,0,,NULL,NULL,NULL
1969,62,5,11733.0926,600,15903,47,10602,NULL,NULL,NULL
1970,63,5,24483.0622,900,33659,50,22439,NULL,NULL,NULL
1971,56,3,12135.1351,200,14906,34,9937,NULL,NULL,NULL
1972,1,0,NULL,400,400,0,,5298,NULL,NULL
1973,1,0,NULL,600,600,0,,NULL,2996,2996
1974,17,3,976.1905,100,14000,2,600,NULL,NULL,NULL
1975,55,4,15685.5106,200,21318,43,14212,NULL,NULL,NULL
1976,25,2,16403.6437,200,21734,17,14489,NULL,NULL,NULL
1977,39,3,9897.2911,200,13008,29,8672,NULL,NULL,NULL
1978,3,2,320.0000,900,2900,0,,NULL,34202,51303
1979,1,0,NULL,900,900,0,,NULL,3021,3021
1980,46,3,12352.7264,300,15479,27,10319,NULL,NULL,NULL
1981,1,0,NULL,900,900,0,,NULL,3277,3277
1982,23,2,16755.8305,200,22181,15,14787,NULL,NULL,NULL
1983,14,1,25713.1034,800,34116,10,22744,NULL,NULL,NULL
1984,65,5,14504.1129,800,19599,51,13066,NULL,NULL,NULL
1985,39,2,5688.0069,200,42925,29,1900,NULL,NULL,NULL
1986,49,4,13619.2000,1100,18504,37,12336,NULL,NULL,NULL
1987,59,5,20503.0156,900,28578,47,19052,NULL,NULL,NULL
1988,39,2,5877.4790,300,8800,20,4007,NULL,NULL,NULL
1989,1,0,NULL,200,200,0,,4220,NULL,NULL
1990,1,0,NULL,600,600,0,,NULL,3253,3253
1991,27,2,24221.6090,800,32763,20,21842,NULL,NULL,NULL
1992,19,1,7990.8163,800,11300,12,6210,NULL,NULL,NULL
1993,48,4,21866.1016,700,49958,2,700,NULL,NULL,NULL
1994,57,3,35534.8670,1100,49531,0,,NULL,NULL,NULL
1995,1,0,NULL,600,600,0,,5508,NULL,NULL
1996,3,1,511.1111,900,2700,0,,NULL,23956,35934
1997,1,0,NULL,600,600,0,,6965,NULL,NULL
1998,68,5,25218.9300,900,35202,55,23468,NULL,NULL,NULL
1999,68,6,25362.6481,300,35592,55,23728,NULL,NULL,NULL
2000,19,1,22087.9918,900,28840,14,19227,NULL,NULL,NULL
2001,3,4,129.6296,1000,4400,0,,NULL,39102,58653
2002,1,0,NULL,400,400,0,,6060,NULL,NULL
2003,1,0,NULL,1100,1100,0,,NULL,46967,70450
2004,31,2,27045.1756,300,36614,24,24409,NULL,NULL,NULL
2005,9,1,1986.6667,700,8400,0,,NULL,3412,3412
2006,1,0,NULL,700,700,0,,5261,NULL,NULL
2007,32,1,52092.5934,1100,49189,0,,NULL,NULL,NULL
2008,79,6,13923.3156,400,18660,56,12440,NULL,NULL,NULL
2009,57,5,24888.1621,1100,34714,46,23143,NULL,NULL,NULL
2010,1,0,NULL,1100,1100,0,,5815,NULL,NULL
2011,1,0,NULL,900,900,0,,NULL,3016,3016
2012,1,0,NULL,1000,1000,0,,6761,NULL,NULL
2013,31,2,22070.8741,1000,47643,0,,NULL,NULL,NULL
2015,50,3,8712.9656,100,10204,30,6803,NULL,NULL,NULL
2016,14,2,1371.4286,300,9000,2,1300,NULL,2951,2951
2017,56,3,5884.6784,400,8700,28,4007,NULL,NULL,NULL
2018,68,4,6755.4736,100,8800,35,4673,NULL,NULL,NULL
2019,1,0,NULL,700,700,0,,NULL,3153,3153
2020,1,0,NULL,1100,1100,0,,5280,NULL,NULL
2021,8,2,1366.6667,900,9700,2,900,NULL,NULL,NULL
2022,1,0,NULL,700,700,0,,4652,NULL,NULL
2023,74,6,25411.1194,200,35286,59,23524,NULL,NULL,NULL
2024,26,2,12100.1852,500,15804,18,10536,NULL,NULL,NULL
2025,54,4,16560.9974,800,22709,42,15139,NULL,NULL,NULL
2026,33,2,15275.5610,300,20544,22,13696,NULL,NULL,NULL
2027,1,0,NULL,800,800,0,,5214,NULL,NULL
2028,59,4,24684.3260,300,48634,2,1100,NULL,NULL,NULL
2029,15,3,975.0000,100,12400,3,900,NULL,NULL,NULL
2030,53,4,24349.5855,900,33816,42,22544,NULL,NULL,NULL
2032,27,2,8857.1618,200,11766,20,7844,NULL,NULL,NULL
2033,41,3,12637.1443,600,16394,27,10929,NULL,NULL,NULL
2034,31,2,24852.9440,400,33642,23,22428,NULL,NULL,NULL
2035,5,2,413.3333,400,4300,0,,NULL,29389,44084
2036,28,1,7889.3135,300,33574,15,600,NULL,NULL,NULL
2037,73,6,18257.2016,900,24864,56,16576,NULL,NULL,NULL
2038,94,5,7073.4308,100,8200,53,5463,NULL,NULL,NULL
2039,45,6,6660.6324,200,49264,2,8000,NULL,NULL,NULL
2040,46,2,10445.8935,100,12600,25,7893,NULL,NULL,NULL
2041,56,3,6250.3333,200,10300,35,4631,NULL,NULL,NULL
2042,1,0,NULL,900,900,0,,NULL,3400,3400
2043,46,3,7927.8933,200,9825,30,6550,NULL,NULL,NULL
2044,52,4,20199.4523,300,27657,40,18438,NULL,NULL,NULL
2045,1,0,NULL,1100,1100,0,,6310,NULL,NULL
2046,12,2,1480.0000,100,9700,2,900,NULL,3110,3110
2047,1,0,NULL,600,600,0,,4727,NULL,NULL
2048,24,2,16441.1632,300,21798,17,14532,NULL,NULL,NULL
2049,14,1,10351.4286,200,13256,10,8837,NULL,NULL,NULL
2050,70,5,18080.7643,300,24616,51,16411,NULL,NULL,NULL
2051,61,3,39096.1316,300,48310,2,900,NULL,NULL,NULL
2052,70,5,11086.9489,800,14828,51,9885,NULL,NULL,NULL
2053,18,1,8251.2028,300,9921,11,6614,NULL,NULL,NULL
2054,50,4,21678.6892,600,29853,39,19902,NULL,NULL,NULL
2055,24,2,11758.1970,100,15400,16,10267,NULL,NULL,NULL
2056,75,6,22168.6095,100,49746,2,1200,NULL,NULL,NULL
2057,20,1,23067.3694,900,31564,15,21043,NULL,NULL,NULL
2058,40,2,5789.5267,200,8500,23,4053,NULL,NULL,NULL
2059,53,4,12309.1321,200,16940,41,11293,NULL,NULL,NULL
2060,28,2,17198.0299,200,22785,20,15190,NULL,NULL,NULL
2061,100,6,5110.1765,200,11600,55,4004,NULL,NULL,NULL
2062,3,2,112.0000,100,2400,0,,NULL,43095,64642
2063,1,0,NULL,700,700,0,,5885,NULL,NULL
2064,2,0,6500.0000,500,6000,0,,NULL,13936,20904
2065,30,2,20578.8517,400,27972,23,18648,NULL,NULL,NULL
2066,8,1,1211.1111,100,9200,2,1100,NULL,3758,3758
