account_id,D_total_count,D_Total_Months,Total_D,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,Pension,Base_Salary,Peak_Salary
1518,70,69,1282112,18707.8599,200,25932,56,17288,0,0,0
1519,45,43,957095,22449.4527,700,31335,35,20890,0,0,0
1520,1,0,300,0.0000,300,300,0,,6005,0,0
1521,1,0,900,0.0000,900,900,0,,4537,0,0
1522,31,17,132301,7922.2156,800,32577,17,1000,0,0,0
1523,24,13,510216,39247.3846,200,49899,0,,0,0,0
1524,1,0,1100,0.0000,1100,1100,0,,4222,0,0
1525,1,0,300,0.0000,300,300,0,,4641,0,0
1526,68,47,403350,8509.4937,200,9975,39,6650,0,0,0
1527,88,62,1846352,29876.2460,400,49582,2,10800,0,0,0
1528,37,31,628016,20501.0664,500,27111,25,18074,0,0,0
1529,12,31,30500,983.8710,600,8200,0,,0,3899,3899
1530,1,0,900,0.0000,900,900,0,,5550,0,0
1532,46,27,452422,16777.0828,600,18900,22,11916,0,0,0
1534,82,68,1123645,16613.7753,100,22415,55,14943,0,0,0
1535,121,70,486100,6967.5108,200,15500,57,4136,0,0,0
1536,30,71,209800,2954.9296,100,15800,2,14500,0,25609,38414
1537,22,18,238469,13078.7386,200,16598,15,11065,0,0,0
1538,63,27,1784338,65121.8248,800,49598,2,30132,0,0,0
1539,91,72,1815263,25153.7598,200,49792,2,14200,0,0,0
1540,46,45,1144409,25318.7832,500,35018,37,23345,0,0,0
1541,60,26,213133,8083.4260,200,46562,27,500,0,0,0
1542,1,0,1000,0.0000,1000,1000,0,,6984,0,0
1543,82,33,259209,7951.1963,500,40390,33,1800,0,0,0
1544,73,66,1351975,20557.1465,800,28425,54,18950,0,0,0
1545,74,71,1657763,23447.8501,200,48987,2,7000,0,0,0
1546,28,25,223100,8959.8394,800,11820,20,7880,0,0,0
1547,65,64,1569039,24567.4165,100,34341,52,22894,0,0,0
1548,1,0,800,0.0000,800,800,0,,0,3159,3159
1549,27,25,393995,15780.8411,300,21447,20,14298,0,0,0
1550,43,32,299540,9302.4845,400,11826,26,7884,0,0,0
1551,1,0,1100,0.0000,1100,1100,0,,6647,0,0
1552,61,60,1597090,26588.6238,500,36844,50,24563,0,0,0
1553,36,24,192279,7967.3619,300,48511,24,1400,0,0,0
1554,53,50,953032,19214.3548,300,26628,40,17752,0,0,0
1555,1,0,1100,0.0000,1100,1100,0,,6260,0,0
1556,1,0,600,0.0000,600,600,0,,5955,0,0
1557,1,0,700,0.0000,700,700,0,,6015,0,0
1558,37,26,197821,7512.1899,200,9106,21,6071,0,0,0
1559,54,51,1276481,25160.5979,700,34235,42,22823,0,0,0
1560,27,20,188700,9326.1944,1000,11400,16,7600,0,0,0
1561,1,0,600,0.0000,600,600,0,,5327,0,0
1562,1,0,600,0.0000,600,600,0,,0,2900,2900
1563,6,10,21700,2170.0000,700,11300,2,700,0,0,0
1564,83,34,258109,7606.3556,300,29349,69,1900,0,0,0
1565,95,63,456733,7292.1714,200,15300,51,4633,0,0,0
1566,76,66,1095520,16556.9773,500,22020,55,14680,0,0,0
1567,18,16,384029,24203.5084,800,32540,13,21693,0,0,0
1568,43,42,626726,15065.5288,300,20896,34,13931,0,0,0
1570,1,0,200,0.0000,200,200,0,,4298,0,0
1571,31,29,452584,15806.1932,200,21452,24,14301,0,0,0
1572,16,14,221186,15836.7064,500,20999,11,13999,0,0,0
1573,1,0,1000,0.0000,1000,1000,0,,5492,0,0
1574,1,0,1000,0.0000,1000,1000,0,,4058,0,0
1575,1,0,900,0.0000,900,900,0,,5448,0,0
1576,39,28,671171,23970.3929,400,49299,2,14000,0,0,0
1577,16,24,40200,1675.0000,200,9800,2,700,0,3841,3841
1578,1,0,600,0.0000,600,600,0,,4128,0,0
1579,61,53,704318,13314.1399,600,17434,44,11623,0,0,0
1580,50,36,1188995,33398.7360,400,48954,0,,0,0,0
1581,63,39,460276,11913.9603,300,16800,32,8637,0,0,0
1582,1,0,500,0.0000,500,500,0,,5973,0,0
1583,91,49,1939410,39472.3881,200,49635,2,7100,0,0,0
1584,1,0,600,0.0000,600,600,0,,0,2975,2975
1585,18,34,164868,4849.0588,100,36654,2,100,0,0,0
1586,31,27,511917,19269.1468,200,25389,22,16926,0,0,0
1587,3,6,4900,816.6667,800,3000,0,,0,14421,21632
1588,26,58,53600,924.1379,300,8100,3,500,0,3665,3665
1589,27,53,55900,1054.7170,400,14100,3,1700,0,0,0
1590,58,45,599180,13404.4743,100,17280,37,11520,0,0,0
1591,48,35,881601,24950.9717,200,48413,4,1500,0,0,0
1592,1,0,400,0.0000,400,400,0,,4604,0,0
1593,1,0,500,0.0000,500,500,0,,0,3130,3130
1594,23,20,422178,20627.5896,500,27279,17,18186,0,0,0
1596,1,0,1100,0.0000,1100,1100,0,,4955,0,0
1597,1,0,900,0.0000,900,900,0,,6701,0,0
1598,35,21,872754,41825.2716,700,48799,0,,0,0,0
1599,38,37,1010154,26961.4057,1100,37372,30,24915,0,0,0
1600,1,0,600,0.0000,600,600,0,,6757,0,0
1601,1,0,500,0.0000,500,500,0,,4042,0,0
1602,1,0,600,0.0000,600,600,0,,4944,0,0
1603,129,68,836508,12289.5397,400,11800,56,7611,0,0,0
1604,62,61,1158770,19058.7171,900,26602,50,17735,0,0,0
1605,112,61,3021615,49507.6188,200,49809,2,16969,0,0,0
1606,64,34,270518,8027.2404,300,39516,34,1100,0,0,0
1607,33,32,816090,25502.8125,800,34941,26,23294,0,0,0
1608,1,0,600,0.0000,600,600,0,,5138,0,0
1609,1,0,900,0.0000,900,900,0,,0,3026,3026
1610,84,68,1966435,28918.1618,500,36560,55,24373,0,0,0
1611,42,34,447044,12982.8848,100,17568,28,11712,0,0,0
1612,36,34,785964,22959.0263,400,31758,28,21172,0,0,0
1613,1,0,600,0.0000,600,600,0,,6359,0,0
1614,7,22,16200,736.3636,300,6900,2,1000,0,25204,37806
1615,1,0,900,0.0000,900,900,0,,6626,0,0
1616,9,20,23700,1185.0000,100,6900,0,,0,3964,3964
1617,1,0,700,0.0000,700,700,0,,5953,0,0
1618,13,24,51300,2137.5000,100,13100,0,,0,3554,3554
1619,36,22,167520,7637.6900,400,9400,18,4830,0,0,0
1620,1,0,700,0.0000,700,700,0,,6082,0,0
1621,66,61,1064317,17381.3337,300,23847,50,15898,0,0,0
1622,52,32,252830,7843.7435,800,9600,26,5078,0,0,0
1623,37,35,939596,27208.3784,500,37038,29,24692,0,0,0
1624,1,0,500,0.0000,500,500,0,,6086,0,0
1625,50,48,631494,13294.6105,800,18291,39,12194,0,0,0
1626,5,23,10200,443.4783,1100,4000,0,,0,19776,29664
1627,66,60,495472,8327.2605,200,11022,49,7348,0,0,0
1628,1,0,700,0.0000,700,700,0,,4276,0,0
1629,1,0,1000,0.0000,1000,1000,0,,5264,0,0
1630,1,0,900,0.0000,900,900,0,,5862,0,0
1631,1,0,400,0.0000,400,400,0,,4115,0,0
1632,70,35,1763675,50924.2060,1000,49664,0,,0,0,0
1633,1,0,200,0.0000,200,200,0,,5153,0,0
1634,58,55,895255,16237.9988,500,22276,45,14851,0,0,0
1635,63,60,1190120,19714.8537,900,27102,50,18068,0,0,0
1636,22,20,514220,25331.0345,500,34965,16,23310,0,0,0
1637,1,0,500,0.0000,500,500,0,,5718,0,0
1638,23,25,384167,15366.6800,500,43958,2,16600,0,0,0
1640,42,40,880563,22124.6985,700,30206,33,20137,0,0,0
1641,68,32,1831738,56535.1235,900,49920,0,,0,0,0
1642,1,0,1000,0.0000,1000,1000,0,,6432,0,0
1644,72,68,1123838,16551.3697,400,22959,55,15306,0,0,0
1645,36,26,417087,15919.3511,100,20426,21,13617,0,0,0
1646,69,31,1672559,53550.4482,500,49840,0,,0,0,0
1647,27,17,136346,7911.7602,900,8152,14,5435,0,0,0
1648,44,17,113252,6836.1368,300,40525,17,700,0,0,0
1649,24,72,397838,5525.5278,100,48442,2,48442,0,0,0
1650,6,12,25400,2116.6667,600,10300,0,,0,15817,23726
1651,30,23,522883,22345.4274,600,49591,2,2500,0,0,0
1652,1,0,300,0.0000,300,300,0,,6226,0,0
1653,52,52,1345465,26108.6352,700,36345,42,24230,0,0,0
1654,6,18,46900,2605.5556,600,13100,0,,0,18653,27980
1655,35,32,597080,18542.8571,300,25362,26,16908,0,0,0
1656,7,22,16400,745.4545,200,7300,2,200,0,23726,35589
1657,1,0,300,0.0000,300,300,0,,0,3235,3235
1658,1,0,800,0.0000,800,800,0,,0,3184,3184
1659,1,0,400,0.0000,400,400,0,,5887,0,0
1660,53,40,1321177,33334.9958,600,49434,0,,0,0,0
1662,18,16,405609,24934.9795,200,32871,14,21914,0,0,0
1663,1,0,300,0.0000,300,300,0,,6366,0,0
1664,63,62,1465940,23772.0000,500,32990,50,21993,0,0,0
1665,1,0,800,0.0000,800,800,0,,6531,0,0
1666,1,0,500,0.0000,500,500,0,,6157,0,0
1667,36,28,160281,5683.7234,200,8100,23,4537,0,0,0
1668,1,0,200,0.0000,200,200,0,,4913,0,0
1669,30,27,254616,9430.2222,700,12514,22,8343,0,0,0
1670,1,0,500,0.0000,500,500,0,,4088,0,0
1671,1,0,1100,0.0000,1100,1100,0,,6567,0,0
1672,34,32,663810,20962.4211,800,28329,26,18886,0,0,0
1673,1,0,900,0.0000,900,900,0,,4408,0,0
1674,65,39,349244,8879.0847,200,12300,32,5707,0,0,0
1675,1,0,1100,0.0000,1100,1100,0,,4327,0,0
1677,31,23,252044,10771.1111,600,13416,20,8944,0,0,0
1678,71,71,1757016,24886.9122,200,34674,58,23116,0,0,0
1679,31,27,413024,15092.2290,400,20195,23,13463,0,0,0
1680,62,61,1291658,21186.2985,300,29128,50,19419,0,0,0
1681,20,17,443690,25646.8208,1100,33930,15,22620,0,0,0
1682,59,36,229568,6318.3853,100,38645,36,1700,0,0,0
1683,36,26,318319,12450.5476,900,15201,21,10134,0,0,0
1684,68,66,1624387,24674.2329,200,49741,2,4300,0,0,0
1685,24,36,631195,17565.7236,1100,46638,0,,0,0,0
1686,104,62,397844,6458.5065,400,11200,50,4136,0,0,0
1687,1,0,200,0.0000,200,200,0,,4260,0,0
1688,1,0,800,0.0000,800,800,0,,5439,0,0
1689,1,0,700,0.0000,700,700,0,,5058,0,0
1690,1,0,500,0.0000,500,500,0,,6736,0,0
1691,1,0,400,0.0000,400,400,0,,0,2901,2901
1692,36,45,835004,18555.6444,500,48692,0,,0,0,0
1693,22,20,593842,30144.2640,1100,49016,0,,0,0,0
1694,100,63,2574735,40760.9763,500,49235,0,,0,0,0
1695,147,72,3180376,44171.8889,200,49938,2,18800,0,0,0
1696,1,0,600,0.0000,600,600,0,,0,3239,3239
1697,1,0,800,0.0000,800,800,0,,0,3332,3332
1698,36,33,698669,21023.1394,800,28840,27,19227,0,0,0
1699,1,0,800,0.0000,800,800,0,,5224,0,0
1700,38,37,930213,24960.9928,900,34419,30,22946,0,0,0
1701,94,64,2142927,33483.2344,600,48730,0,,0,0,0
1702,61,46,448300,9724.5119,100,12201,38,8134,0,0,0
1703,1,0,700,0.0000,700,700,0,,5641,0,0
1704,1,0,300,0.0000,300,300,0,,6923,0,0
1705,66,64,1044940,16412.6702,400,22556,52,15037,0,0,0
1706,31,46,64300,1397.8261,100,10500,2,2000,0,3087,3087
1707,2,1,6600,0.0000,1000,5600,0,,0,11969,17954
1708,52,49,773477,15678.5878,200,21633,40,14422,0,0,0
1709,35,32,637218,19809.8860,300,27104,26,18069,0,0,0
1710,1,0,900,0.0000,900,900,0,,6885,0,0
1711,18,35,35700,1020.0000,200,7800,2,2500,0,3795,3795
1712,1,0,200,0.0000,200,200,0,,6104,0,0
1713,97,70,455635,6469.0251,100,47846,71,700,0,0,0
1714,1,0,900,0.0000,900,900,0,,4951,0,0
1715,42,31,971116,31326.3226,600,48572,0,,0,0,0
1716,34,32,521180,16441.0095,1100,22092,26,14728,0,0,0
1717,1,0,900,0.0000,900,900,0,,6558,0,0
1718,1,0,300,0.0000,300,300,0,,0,43928,65892
1719,1,0,600,0.0000,600,600,0,,4152,0,0
1720,7,6,22400,3733.3333,300,10400,0,,0,0,0
1721,41,68,81400,1197.0588,100,9400,6,100,0,0,0
1722,36,34,782124,23323.7773,800,31578,28,21052,0,0,0
1723,15,13,350125,26524.6212,600,33825,11,22550,0,0,0
1724,1,0,1100,0.0000,1100,1100,0,,6592,0,0
1725,1,0,1100,0.0000,1100,1100,0,,0,47870,71805
1726,82,72,1123920,15538.0645,700,20950,60,13967,0,0,0
1727,15,14,385152,27123.3803,1000,37176,11,24784,0,0,0
1728,53,42,417379,9921.8463,400,12692,35,8461,0,0,0
1729,22,15,188060,12345.2954,400,14748,13,9832,0,0,0
1730,1,0,900,0.0000,900,900,0,,6689,0,0
1731,1,0,200,0.0000,200,200,0,,4758,0,0
1732,37,34,821698,24096.7155,400,33231,28,22154,0,0,0
1733,35,32,986773,30804.5682,900,49474,0,,0,0,0
1734,23,20,548443,26928.4615,1000,35572,17,23715,0,0,0
1735,6,14,25800,1842.8571,800,14400,0,,0,0,0
1736,1,0,900,0.0000,900,900,0,,6075,0,0
1737,37,34,463524,13448.4720,600,18378,28,12252,0,0,0
1738,1,0,400,0.0000,400,400,0,,0,2997,2997
1739,32,30,696320,23604.0678,700,32004,25,21336,0,0,0
1740,1,0,600,0.0000,600,600,0,,4070,0,0
1741,1,0,1100,0.0000,1100,1100,0,,4785,0,0
1742,41,39,976647,25367.4545,300,35127,31,23418,0,0,0
1743,1,0,800,0.0000,800,800,0,,4260,0,0
1744,1,0,600,0.0000,600,600,0,,5648,0,0
1745,38,25,990585,39413.1963,500,48700,0,,0,0,0
1746,23,21,447455,21172.9495,1100,28738,17,19159,0,0,0
1747,1,0,600,0.0000,600,600,0,,0,2984,2984
1749,4,34,6600,194.1176,1000,2500,2,1000,0,45608,68412
1750,79,72,1979045,27678.9510,700,37294,59,24863,0,0,0
1751,45,27,165807,6194.5330,200,27890,28,1600,0,0,0
1752,34,32,603870,19069.5789,1100,25653,26,17102,0,0,0
1753,10,13,170031,12688.8806,800,46428,0,,0,0,0
1754,43,25,1196356,47918.1308,200,49438,0,,0,0,0
1756,40,38,768723,20194.1243,900,27586,31,18391,0,0,0
1757,1,0,200,0.0000,200,200,0,,0,44101,66152
1758,13,28,116100,4146.4286,300,25400,0,,0,22358,33537
1759,38,35,386344,11027.8972,300,14982,29,9988,0,0,0
1760,1,0,600,0.0000,600,600,0,,4871,0,0
1761,38,64,163100,2548.4375,200,12600,3,2300,0,10124,15186
1762,68,61,1265020,20783.4611,600,28362,50,18908,0,0,0
1763,36,34,846434,25191.4881,600,34173,28,22782,0,0,0
1764,20,15,212090,13831.9565,100,17322,13,11548,0,0,0
1765,1,0,400,0.0000,400,400,0,,5242,0,0
1766,55,52,1112052,21358.2330,500,29412,43,19608,0,0,0
1767,66,62,1306843,20931.8153,600,28928,51,19285,0,0,0
1768,67,60,767720,12717.6146,200,17172,50,11448,0,0,0
1769,56,47,285313,6057.6008,100,9500,39,4967,0,0,0
1770,60,59,1346093,22866.8120,1000,31526,49,21017,0,0,0
1771,111,69,464319,6684.0547,100,9400,57,4579,0,0,0
1772,7,45,35300,784.4444,1100,11200,0,,0,48199,72298
1773,1,0,300,0.0000,300,300,0,,4316,0,0
1774,1,0,300,0.0000,300,300,0,,0,3255,3255
1775,1,0,900,0.0000,900,900,0,,6932,0,0
1776,19,17,257978,15540.8434,400,20504,14,13669,0,0,0
1777,28,26,636884,24246.8528,1000,33336,21,22224,0,0,0
1778,49,46,797100,17278.1792,900,23463,38,15642,0,0,0
1779,68,65,1685643,25932.9692,1000,35738,53,23825,0,0,0
1780,75,69,1907619,27606.6425,900,37498,57,24999,0,0,0
1781,49,30,214471,7093.8589,400,40649,31,1900,0,0,0
1782,1,0,700,0.0000,700,700,0,,6542,0,0
1783,22,15,165984,11041.0643,500,13508,12,9005,0,0,0
1784,1,0,400,0.0000,400,400,0,,6686,0,0
1785,1,0,1100,0.0000,1100,1100,0,,4892,0,0
1786,76,67,1339602,19855.7609,300,26811,55,17874,0,0,0
1787,90,68,2047725,29952.0965,400,47810,0,,0,0,0
1788,83,60,291909,4843.6228,300,36337,60,1500,0,0,0
1789,39,61,91700,1503.2787,100,12800,3,300,0,0,0
1790,19,15,207614,13628.9278,400,17093,13,11395,0,0,0
1791,40,35,505165,14600.1445,300,19574,29,13049,0,0,0
1792,1,0,1000,0.0000,1000,1000,0,,6151,0,0
1793,46,43,586841,13732.6287,100,18652,35,12435,0,0,0
1794,21,17,152324,9084.9304,500,11256,14,7504,0,0,0
1795,18,16,342975,21707.2785,500,29055,13,19370,0,0,0
1796,39,39,830815,21560.9429,400,30015,31,20010,0,0,0
1797,60,53,898167,16967.8904,500,22703,44,15135,0,0,0
1798,15,13,314746,24848.3684,800,31732,10,21155,0,0,0
1799,1,0,600,0.0000,600,600,0,,5101,0,0
1800,35,33,698231,20988.9078,400,29060,27,19373,0,0,0
1801,117,72,2411437,33710.6757,600,49738,2,13100,0,0,0
1802,1,0,800,0.0000,800,800,0,,4827,0,0
1803,26,39,78600,2015.3846,400,8600,3,3200,0,3455,3455
1804,83,63,1974534,31160.4524,600,49941,2,4400,0,0,0
1805,95,69,1865386,26982.4397,300,49388,2,2800,0,0,0
1806,1,0,400,0.0000,400,400,0,,5029,0,0
1807,16,14,314675,22212.3529,200,30375,11,20250,0,0,0
1808,31,19,633053,32687.7625,400,47604,2,400,0,0,0
1809,27,59,124400,2108.4746,100,10800,2,7300,0,20055,30082
1810,42,40,774897,19404.7663,800,26552,33,17701,0,0,0
1811,16,63,65500,1039.6825,300,12400,0,,0,23945,35918
1812,1,0,1000,0.0000,1000,1000,0,,0,3454,3454
1813,117,59,3069937,51944.7885,1100,49622,0,,0,0,0
1814,1,0,1100,0.0000,1100,1100,0,,5921,0,0
1815,72,69,1333696,19403.9185,500,26856,56,17904,0,0,0
1816,1,0,1000,0.0000,1000,1000,0,,4236,0,0
1817,26,24,525340,21678.4044,300,30250,20,20167,0,0,0
1818,24,22,403900,18555.8959,300,24975,18,16650,0,0,0
1819,40,27,835974,31506.5578,700,48330,2,11700,0,0,0
1820,59,56,1027836,18224.0426,500,25157,46,16771,0,0,0
1821,46,45,999173,22319.5756,500,30572,37,20381,0,0,0
1822,1,0,900,0.0000,900,900,0,,5210,0,0
1823,1,0,1000,0.0000,1000,1000,0,,4941,0,0
1824,60,60,1540652,25864.3313,300,36102,49,24068,0,0,0
1825,49,37,372126,10167.3770,400,12808,30,8539,0,0,0
1826,59,55,1180260,21330.0000,600,29034,45,19356,0,0,0
1827,1,0,400,0.0000,400,400,0,,4753,0,0
1828,89,51,2322328,45269.5517,600,49313,0,,0,0,0
1829,78,70,591410,8392.7625,900,11144,58,7429,0,0,0
1830,77,71,902688,12737.8363,1000,17307,58,11538,0,0,0
1831,1,0,600,0.0000,600,600,0,,6480,0,0
1832,7,24,26500,1104.1667,1100,10600,0,,0,20721,31082
1833,1,0,900,0.0000,900,900,0,,6646,0,0
1834,73,65,1304010,20020.6244,700,27330,54,18220,0,0,0
1835,55,48,852368,17696.2215,700,23936,40,15957,0,0,0
1836,40,34,662928,19308.5825,200,26466,28,17644,0,0,0
1837,67,67,1604474,24103.2649,300,33654,55,22436,0,0,0
1838,71,55,1318422,23841.2658,400,49292,2,12500,0,0,0
1839,20,18,267291,14932.4581,600,20307,15,13538,0,0,0
1840,27,23,227650,10013.9296,300,13209,19,8806,0,0,0
1841,30,18,128957,7072.5960,100,13200,15,4649,0,0,0
1843,11,62,30800,496.7742,500,6400,0,,0,17632,26448
1844,1,0,500,0.0000,500,500,0,,0,3242,3242
1845,25,16,514650,32165.6250,400,44618,0,,0,0,0
1846,1,0,1000,0.0000,1000,1000,0,,0,3093,3093
1847,1,0,1100,0.0000,1100,1100,0,,5679,0,0
1848,64,53,320275,6061.9874,100,8000,44,5210,0,0,0
1851,101,68,565328,8366.9660,500,9354,55,6236,0,0,0
1852,8,24,21000,875.0000,400,11000,0,,0,3299,3299
1853,59,23,159874,6951.0435,500,28071,23,600,0,0,0
1854,25,22,449973,20058.2318,200,26758,19,17839,0,0,0
1855,1,0,400,0.0000,400,400,0,,5172,0,0
1856,1,0,800,0.0000,800,800,0,,0,3261,3261
1857,26,16,152485,9650.9494,100,10293,13,6862,0,0,0
1858,1,0,900,0.0000,900,900,0,,6648,0,0
1859,1,0,1100,0.0000,1100,1100,0,,6848,0,0
1860,1,0,600,0.0000,600,600,0,,0,3255,3255
1861,71,66,1111922,16821.8154,500,22962,55,15308,0,0,0
1862,6,39,25000,641.0256,500,9000,0,,0,39610,59415
1863,35,21,214267,10435.0812,100,10504,17,7003,0,0,0
1865,1,0,800,0.0000,800,800,0,,6256,0,0
1866,16,13,210714,16250.4370,300,21208,10,14139,0,0,0
1867,38,37,1010465,27017.7807,800,37395,30,24930,0,0,0
1868,7,12,77816,6484.6667,200,28857,0,,0,0,0
1869,31,30,802080,26442.1978,500,36996,25,24664,0,0,0
1870,56,54,1257135,23151.6575,700,32150,45,21433,0,0,0
1871,2,1,1200,0.0000,200,1000,0,,0,23035,34552
1872,19,15,226988,15098.9800,600,19172,12,12781,0,0,0
1874,1,0,400,0.0000,400,400,0,,0,3151,3151
1875,1,0,1000,0.0000,1000,1000,0,,4641,0,0
1876,19,15,317001,21418.9865,900,26991,12,17994,0,0,0
1877,1,0,700,0.0000,700,700,0,,6485,0,0
1878,50,52,1123166,21710.6830,100,49725,0,,0,0,0
1879,1,0,1000,0.0000,1000,1000,0,,0,3039,3039
1880,146,59,390212,6662.6978,500,49319,59,700,0,0,0
1881,19,16,155275,9624.4835,100,12795,13,8530,0,0,0
1882,71,61,399070,6592.5661,200,8782,50,5855,0,0,0
1884,26,24,256244,10781.6550,800,14576,20,9717,0,0,0
1885,67,29,252198,8828.4014,600,48934,30,600,0,0,0
1886,1,0,700,0.0000,700,700,0,,0,27076,40614
1887,83,68,654988,9622.7424,200,12618,56,8412,0,0,0
1888,4,25,8600,344.0000,300,7000,0,,0,28840,43260
1889,1,0,800,0.0000,800,800,0,,5841,0,0
1890,1,0,600,0.0000,600,600,0,,0,33722,50583
1891,42,69,106800,1547.8261,100,11900,3,3300,0,3756,3756
1892,1,0,900,0.0000,900,900,0,,4622,0,0
1893,46,29,1315311,45776.4849,900,49428,0,,0,0,0
1894,30,28,730333,26176.8100,100,35859,23,23906,0,0,0
1895,2,1,1200,0.0000,600,600,2,600,0,17915,26872
1896,97,63,1994021,31651.1270,600,47213,2,9200,0,0,0
1897,59,33,1766324,53742.1095,400,49823,0,,0,0,0
1898,6,20,14400,720.0000,900,7000,0,,0,10266,15399
1899,1,0,800,0.0000,800,800,0,,4622,0,0
1900,30,29,767458,26678.7254,1000,36498,24,24332,0,0,0
1901,38,37,732412,19938.6207,1100,27086,30,18057,0,0,0
1902,8,19,16700,878.9474,200,6900,2,200,0,11237,16856
1903,17,29,40600,1400.0000,100,10900,2,3700,0,3993,3993
1904,40,31,318305,10212.9947,300,13130,25,8753,0,0,0
1905,33,31,516417,16694.5151,400,22682,25,15121,0,0,0
1906,40,29,895743,30641.1517,1000,49785,0,,0,0,0
1907,23,21,424397,20306.0766,700,27398,17,18265,0,0,0
1908,1,0,700,0.0000,700,700,0,,6382,0,0
1909,1,0,800,0.0000,800,800,0,,0,3191,3191
1910,31,27,606838,22174.3484,200,29804,22,19869,0,0,0
1911,57,52,931446,17764.3865,500,24426,43,16284,0,0,0
1912,1,0,1000,0.0000,1000,1000,0,,6338,0,0
1913,20,30,54800,1826.6667,300,8400,2,1500,0,3920,3920
1914,83,47,412657,8730.4020,400,17000,39,5003,0,0,0
1915,24,20,221004,10958.8760,900,13937,16,9291,0,0,0
1916,53,34,285948,8312.4419,200,10100,28,6404,0,0,0
1917,1,0,1000,0.0000,1000,1000,0,,4415,0,0
1918,66,57,419909,7371.1352,300,9520,47,6347,0,0,0
1919,61,49,1365441,27866.1429,200,35909,40,23939,0,0,0
1920,58,33,295516,8955.0303,100,15900,27,5356,0,0,0
1921,4,6,10400,1733.3333,900,6700,0,,0,3650,3650
1922,43,34,682812,19849.1860,200,25014,28,16676,0,0,0
1924,1,0,300,0.0000,300,300,0,,5266,0,0
1925,1,0,600,0.0000,600,600,0,,5839,0,0
1926,99,72,412052,5707.0914,100,8500,60,4507,0,0,0
1927,1,0,600,0.0000,600,600,0,,0,3425,3425
1928,8,18,48100,2672.2222,500,15600,0,,0,13905,20858
1929,11,18,39900,2216.6667,200,13000,0,,0,3860,3860
1930,1,0,1100,0.0000,1100,1100,0,,6520,0,0
1931,78,61,660283,10747.9598,100,14003,50,9335,0,0,0
1932,11,19,46500,2447.3684,600,8800,2,4700,0,12721,19082
1933,1,0,1100,0.0000,1100,1100,0,,5706,0,0
1934,78,51,724852,14212.7843,300,16474,42,10983,0,0,0
1935,1,0,1100,0.0000,1100,1100,0,,0,49875,74812
1936,1,0,500,0.0000,500,500,0,,0,3212,3212
1937,1,0,1100,0.0000,1100,1100,0,,4896,0,0
1938,56,54,1414975,26138.7007,600,36225,45,24150,0,0,0
1939,1,0,400,0.0000,400,400,0,,0,49686,74529
1940,1,0,700,0.0000,700,700,0,,4660,0,0
1941,62,62,1098719,17778.6246,200,24779,50,16519,0,0,0
1943,28,25,466420,18934.5061,300,25032,20,16688,0,0,0
1944,75,71,1374780,19390.4090,200,26970,58,17980,0,0,0
1945,40,38,679126,18093.9432,700,25038,30,16692,0,0,0
1946,18,15,314667,20931.2860,600,27897,12,18598,0,0,0
1947,1,0,900,0.0000,900,900,0,,6860,0,0
1948,65,33,1470453,44290.7530,800,49778,0,,0,0,0
1949,70,56,762150,13593.6385,500,17768,46,11845,0,0,0
1950,19,17,240806,14506.3855,700,19136,14,12757,0,0,0
1951,19,16,384248,23477.4745,900,30612,14,20408,0,0,0
1952,64,61,1024770,16690.0651,400,23070,50,15380,0,0,0
1953,34,18,941390,51348.5455,300,48663,0,,0,0,0
1954,1,0,1000,0.0000,1000,1000,0,,0,3211,3211
1955,1,0,600,0.0000,600,600,0,,0,2946,2946
1956,29,19,189452,10131.1230,300,10900,15,7012,0,0,0
1957,14,20,29800,1490.0000,400,11200,3,1000,0,3731,3731
1958,1,0,600,0.0000,600,600,0,,5338,0,0
1959,1,0,600,0.0000,600,600,0,,6830,0,0
1960,1,0,700,0.0000,700,700,0,,0,3225,3225
1961,1,0,800,0.0000,800,800,0,,5764,0,0
1962,1,0,200,0.0000,200,200,0,,0,46473,69710
1963,37,35,875684,25187.4593,400,34452,29,22968,0,0,0
1964,1,0,1100,0.0000,1100,1100,0,,6547,0,0
1965,101,72,2375341,33144.2930,300,49169,0,,0,0,0
1966,73,71,1588153,22357.8555,900,30850,59,20567,0,0,0
1967,75,47,1847103,39383.8593,700,49491,0,,0,0,0
1968,14,14,194606,13900.4286,800,28567,0,,0,0,0
1969,62,57,671524,11733.0926,600,15903,47,10602,0,0,0
1970,63,61,1495099,24483.0622,900,33659,50,22439,0,0,0
1971,56,41,493900,12135.1351,200,14906,34,9937,0,0,0
1972,1,0,400,0.0000,400,400,0,,5298,0,0
1973,1,0,600,0.0000,600,600,0,,0,2996,2996
1974,17,42,41000,976.1905,100,14000,2,600,0,0,0
1975,55,52,814078,15685.5106,200,21318,43,14212,0,0,0
1976,25,21,340649,16403.6437,200,21734,17,14489,0,0,0
1977,39,35,343436,9897.2911,200,13008,29,8672,0,0,0
1978,3,20,6400,320.0000,900,2900,0,,0,34202,51303
1979,1,0,900,0.0000,900,900,0,,0,3021,3021
1980,46,33,409287,12352.7264,300,15479,27,10319,0,0,0
1981,1,0,900,0.0000,900,900,0,,0,3277,3277
1982,23,19,322829,16755.8305,200,22181,15,14787,0,0,0
1983,14,12,298272,25713.1034,800,34116,10,22744,0,0,0
